Id,MSSubClass,MSZoning,LotArea,Street,Utilities,BldgType,OverallQual,OverallCond,BsmtQual,YearBuilt,ExterQual,ExterCond,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,GarageCars,GarageCond,SalePrice
641,120,RL,12677,Pave,AllPub,TwnhsE,8,5,Ex,2003,Ex,TA,1518.0,GasA,1518,0,2.0,TA,274000.0
642,60,FV,7050,Pave,AllPub,1Fam,7,5,Gd,2001,Gd,TA,1057.0,GasA,1057,872,2.0,TA,226000.0
643,80,RL,13860,Pave,AllPub,1Fam,8,7,Gd,1972,Gd,TA,1952.0,GasA,2000,704,2.0,TA,345000.0
644,60,RL,10793,Pave,AllPub,1Fam,5,5,TA,1969,TA,TA,780.0,GasA,780,840,2.0,TA,152000.0
645,20,FV,9187,Pave,AllPub,1Fam,9,5,Ex,2009,Ex,TA,1766.0,GasA,1766,0,3.0,TA,370878.0
646,20,RL,10530,Pave,AllPub,1Fam,6,5,TA,1971,TA,TA,981.0,GasA,981,0,2.0,TA,143250.0
647,20,RL,7200,Pave,AllPub,1Fam,5,5,,1950,TA,TA,0.0,GasA,1048,0,2.0,TA,98300.0
648,20,RL,10452,Pave,AllPub,1Fam,6,5,TA,1953,TA,TA,1094.0,GasA,1094,0,2.0,TA,155000.0
649,60,RL,7700,Pave,AllPub,1Fam,6,5,TA,1966,TA,TA,756.0,GasA,1051,788,2.0,TA,155000.0
650,180,RM,1936,Pave,AllPub,Twnhs,4,6,Gd,1970,TA,TA,630.0,GasA,630,0,0.0,,84500.0
651,60,FV,8125,Pave,AllPub,1Fam,7,6,Gd,2007,Gd,TA,813.0,GasA,822,843,2.0,TA,205950.0
652,70,RL,9084,Pave,AllPub,1Fam,4,5,TA,1940,TA,TA,755.0,GasA,755,755,1.0,Po,108000.0
653,60,RL,8750,Pave,AllPub,1Fam,7,5,Gd,1996,Gd,TA,880.0,GasA,909,807,2.0,TA,191000.0
654,50,RM,10320,Pave,AllPub,1Fam,6,7,TA,1906,TA,TA,756.0,GasA,756,713,1.0,TA,135000.0
655,20,RL,10437,Pave,AllPub,1Fam,8,6,Gd,1995,Gd,Gd,2109.0,GasA,2113,0,3.0,TA,350000.0
656,160,RM,1680,Pave,AllPub,Twnhs,6,5,TA,1971,TA,TA,525.0,GasA,525,567,1.0,TA,88000.0
657,20,RL,10007,Pave,AllPub,1Fam,5,7,TA,1959,Gd,TA,1053.0,GasA,1053,0,1.0,TA,145500.0
658,70,RL,7200,Pave,AllPub,1Fam,7,6,Gd,1931,TA,Fa,776.0,GasA,851,651,1.0,TA,149000.0
659,50,RL,17503,Pave,AllPub,1Fam,6,5,TA,1948,TA,TA,912.0,GasA,912,546,1.0,TA,97500.0
660,20,RL,9937,Pave,AllPub,1Fam,5,7,TA,1964,TA,Gd,1486.0,GasA,1486,0,2.0,TA,167000.0
661,60,RL,12384,Pave,AllPub,1Fam,7,7,Gd,1976,TA,TA,793.0,GasA,1142,793,2.0,TA,197900.0
662,60,RL,46589,Pave,AllPub,1Fam,8,7,Gd,1994,Gd,TA,1629.0,GasA,1686,762,3.0,TA,402000.0
663,20,RL,13560,Pave,AllPub,1Fam,6,3,Fa,1968,TA,TA,1392.0,GasA,1392,0,2.0,TA,110000.0
664,85,RL,10012,Pave,AllPub,1Fam,4,5,Gd,1972,TA,TA,1138.0,GasA,1181,0,2.0,TA,137500.0
665,20,RL,20896,Pave,AllPub,1Fam,8,5,Ex,2005,Gd,TA,2077.0,GasA,2097,0,3.0,TA,423000.0
666,60,RL,11194,Pave,AllPub,1Fam,8,5,Gd,2000,Gd,TA,1406.0,GasA,1454,482,2.0,TA,230500.0
667,60,RL,18450,Pave,AllPub,1Fam,6,5,Gd,1965,TA,Gd,1021.0,GasA,1465,915,2.0,TA,129000.0
668,20,RL,8125,Pave,AllPub,1Fam,6,5,Gd,1994,TA,TA,1408.0,GasA,1679,0,2.0,TA,193500.0
669,20,RL,14175,Pave,AllPub,1Fam,5,6,TA,1956,TA,TA,1188.0,GasA,1437,0,2.0,TA,168000.0
670,30,RL,11600,Pave,AllPub,1Fam,4,5,Fa,1922,TA,TA,700.0,GasA,1180,0,1.0,Fa,137500.0
671,60,RL,8633,Pave,AllPub,1Fam,6,5,Gd,2005,Gd,TA,738.0,GasA,738,738,2.0,TA,173500.0
672,70,RH,6629,Pave,AllPub,1Fam,6,6,TA,1925,TA,Gd,672.0,GasA,697,672,1.0,TA,103600.0
673,20,RL,11250,Pave,AllPub,1Fam,6,6,Gd,1977,Gd,TA,1208.0,GasA,1208,0,2.0,TA,165000.0
674,20,RL,14442,Pave,AllPub,1Fam,6,7,TA,1957,TA,TA,1477.0,GasA,1839,0,2.0,TA,257500.0
675,20,RL,9200,Pave,AllPub,1Fam,6,6,TA,1965,TA,TA,1136.0,GasA,1136,0,1.0,TA,140000.0
676,160,RL,2289,Pave,AllPub,Twnhs,6,6,TA,1978,TA,TA,855.0,GasA,855,586,2.0,TA,148500.0
677,70,RM,9600,Pave,AllPub,1Fam,4,2,TA,1900,TA,TA,1095.0,GasW,1095,679,3.0,Fa,87000.0
678,30,RL,9022,Pave,AllPub,1Fam,5,8,TA,1924,Gd,TA,768.0,GasA,792,0,1.0,Fa,109500.0
679,20,RL,11844,Pave,AllPub,1Fam,8,5,Ex,2008,Gd,TA,2046.0,GasA,2046,0,3.0,TA,372500.0
680,20,RL,9945,Pave,AllPub,1Fam,5,5,TA,1961,TA,TA,988.0,GasA,988,0,2.0,TA,128500.0
681,120,RL,8012,Pave,AllPub,TwnhsE,6,5,Gd,1980,TA,TA,923.0,GasA,923,0,1.0,TA,143000.0
682,50,RH,4500,Pave,AllPub,1Fam,5,5,TA,1932,TA,TA,793.0,GasA,848,672,1.0,TA,159434.0
683,120,RL,2887,Pave,AllPub,1Fam,6,5,Gd,1996,TA,TA,1291.0,GasA,1291,0,2.0,TA,173000.0
684,20,RL,11248,Pave,AllPub,1Fam,9,5,Gd,2002,Gd,TA,1626.0,GasA,1668,0,3.0,TA,285000.0
685,60,RL,16770,Pave,AllPub,1Fam,7,5,Gd,1998,Gd,TA,1195.0,GasA,1195,644,2.0,TA,221000.0
686,160,RL,5062,Pave,AllPub,TwnhsE,7,5,Gd,1984,Gd,TA,1190.0,GasA,1190,900,2.0,TA,207500.0
687,60,FV,10207,Pave,AllPub,1Fam,7,6,Gd,2007,Gd,TA,874.0,GasA,874,887,2.0,TA,227875.0
688,160,FV,5105,Pave,AllPub,TwnhsE,7,5,Gd,2004,Gd,TA,551.0,GasA,551,551,2.0,TA,148800.0
689,20,RL,8089,Pave,AllPub,1Fam,8,6,Gd,2007,Gd,TA,1419.0,GasA,1419,0,2.0,TA,392000.0
690,120,RL,7577,Pave,AllPub,TwnhsE,6,5,Gd,2005,Gd,TA,1362.0,GasA,1362,0,2.0,TA,194700.0
691,120,RM,4426,Pave,AllPub,TwnhsE,6,5,Gd,2004,Gd,TA,848.0,GasA,848,0,2.0,TA,141000.0
692,60,RL,21535,Pave,AllPub,1Fam,10,6,Ex,1994,Ex,TA,2444.0,GasA,2444,1872,3.0,TA,755000.0
693,60,RL,26178,Pave,AllPub,1Fam,7,5,Gd,1989,Gd,TA,1210.0,GasA,1238,1281,2.0,TA,335000.0
694,30,RL,5400,Pave,AllPub,1Fam,5,6,TA,1921,TA,TA,1073.0,GasA,1073,0,1.0,TA,108480.0
695,50,RM,6120,Pave,AllPub,1Fam,5,6,TA,1936,TA,Fa,927.0,GasA,1067,472,2.0,TA,141500.0
696,20,RL,13811,Pave,AllPub,1Fam,6,6,Gd,1987,TA,TA,1112.0,GasA,1137,0,2.0,TA,176000.0
697,30,RM,6000,Pave,AllPub,1Fam,5,7,TA,1921,TA,TA,616.0,GasA,616,0,1.0,TA,89000.0
698,20,RL,6420,Pave,AllPub,1Fam,5,7,Ex,1952,TA,TA,980.0,GasA,1148,0,1.0,TA,123500.0
699,20,RL,8450,Pave,AllPub,1Fam,5,8,TA,1965,TA,Gd,894.0,GasA,894,0,1.0,TA,138500.0
700,120,FV,4282,Pave,AllPub,TwnhsE,7,5,Gd,2004,Gd,TA,1391.0,GasA,1391,0,2.0,TA,196000.0
701,20,RL,14331,Pave,AllPub,1Fam,8,5,Ex,2002,Gd,TA,1800.0,GasA,1800,0,3.0,TA,312500.0
702,20,RL,9600,Pave,AllPub,1Fam,7,5,TA,1969,TA,TA,1164.0,GasA,1164,0,2.0,TA,140000.0
703,60,RL,12438,Pave,AllPub,1Fam,8,5,Ex,2006,Ex,TA,1234.0,GasA,1264,1312,3.0,TA,361919.0
704,190,RM,7630,Pave,AllPub,2fmCon,5,9,Gd,1900,TA,Gd,360.0,GasA,1032,780,2.0,TA,140000.0
705,20,RL,8400,Pave,AllPub,1Fam,7,5,Gd,2004,Gd,TA,1473.0,GasA,1484,0,2.0,TA,213000.0
706,190,RM,5600,Pave,AllPub,2fmCon,4,5,,1930,Fa,Fa,0.0,GasA,372,720,0.0,,55000.0
707,20,RL,115149,Pave,AllPub,1Fam,7,5,Gd,1971,TA,TA,1643.0,GasA,1824,0,2.0,TA,302000.0
708,120,RL,6240,Pave,AllPub,TwnhsE,8,5,Gd,2006,Gd,TA,1324.0,GasA,1324,0,2.0,TA,254000.0
709,60,RL,9018,Pave,AllPub,1Fam,7,5,Gd,2007,Gd,TA,728.0,GasA,728,728,2.0,TA,179540.0
710,20,RL,7162,Pave,AllPub,1Fam,5,7,TA,1966,TA,TA,876.0,GasA,904,0,1.0,TA,109900.0
711,30,RL,4130,Pave,AllPub,1Fam,3,6,TA,1935,Gd,TA,270.0,GasA,729,0,0.0,,52000.0
712,50,C (all),8712,Pave,AllPub,1Fam,4,7,TA,1900,TA,TA,859.0,GasA,859,319,1.0,TA,102776.0
713,120,RL,4671,Pave,AllPub,TwnhsE,8,5,Gd,1988,Gd,TA,1228.0,GasA,1228,0,2.0,TA,189000.0
714,190,RL,9873,Pave,AllPub,2fmCon,4,5,TA,1970,TA,TA,960.0,GasW,960,0,2.0,TA,129000.0
715,60,RL,13517,Pave,AllPub,1Fam,6,8,TA,1976,Gd,TA,725.0,GasA,725,754,2.0,TA,130500.0
716,20,RL,10140,Pave,AllPub,1Fam,6,5,Gd,1974,TA,TA,1064.0,GasA,1350,0,2.0,TA,165000.0
717,70,RM,10800,Pave,AllPub,1Fam,7,8,TA,1890,TA,Gd,718.0,GasA,1576,978,2.0,TA,159500.0
718,20,RL,10000,Pave,AllPub,1Fam,5,6,Gd,1973,TA,TA,1176.0,GasA,1178,0,2.0,TA,157000.0
719,60,RL,10542,Pave,AllPub,1Fam,7,5,Gd,1993,Gd,TA,1311.0,GasA,1325,1093,3.0,TA,341000.0
720,20,RL,9920,Pave,AllPub,1Fam,5,6,Gd,1969,TA,TA,971.0,GasA,971,0,1.0,TA,128500.0
721,120,RL,6563,Pave,AllPub,1Fam,8,5,Gd,1985,Gd,TA,1742.0,GasA,1742,0,2.0,TA,275000.0
722,120,RM,4426,Pave,AllPub,TwnhsE,6,5,Gd,2004,Gd,TA,848.0,GasA,848,0,2.0,TA,143000.0
723,20,RL,8120,Pave,AllPub,1Fam,4,7,TA,1970,TA,Gd,864.0,GasA,864,0,2.0,TA,124500.0
724,50,RL,8172,Pave,AllPub,1Fam,4,6,TA,1954,TA,TA,941.0,GasA,997,473,1.0,TA,135000.0
725,20,RL,13286,Pave,AllPub,1Fam,9,5,Ex,2007,Ex,TA,1698.0,GasA,1698,0,3.0,TA,320000.0
726,20,RL,6960,Pave,AllPub,1Fam,4,6,TA,1970,TA,TA,864.0,GasA,864,0,2.0,TA,120500.0
727,20,RL,21695,Pave,AllPub,1Fam,6,9,Gd,1988,Gd,Gd,880.0,GasA,1680,0,2.0,TA,222000.0
728,20,RL,7314,Pave,AllPub,1Fam,7,5,Gd,2007,Gd,TA,1232.0,GasA,1232,0,2.0,TA,194500.0
729,90,RL,11475,Pave,AllPub,Duplex,5,5,TA,1958,TA,TA,1584.0,GasA,1776,0,3.0,TA,110000.0
730,30,RM,6240,Pave,AllPub,1Fam,4,5,TA,1925,TA,TA,780.0,GasA,848,0,2.0,TA,103000.0
731,120,RL,5389,Pave,AllPub,TwnhsE,8,5,Gd,1995,Gd,TA,1595.0,GasA,1616,0,2.0,TA,236500.0
732,80,RL,9590,Pave,AllPub,1Fam,7,5,Ex,2003,Gd,TA,868.0,GasA,1146,0,2.0,TA,187500.0
733,60,RL,11404,Pave,AllPub,1Fam,7,5,Gd,1998,Gd,TA,1153.0,GasA,1153,878,2.0,TA,222500.0
734,20,RL,10000,Pave,AllPub,1Fam,5,6,TA,1961,TA,TA,864.0,GasA,1144,0,1.0,TA,131400.0
735,20,RL,8978,Pave,AllPub,1Fam,5,5,TA,1968,TA,TA,948.0,GasA,948,0,1.0,TA,108000.0
736,75,RM,10800,Pave,AllPub,1Fam,7,7,Gd,1914,TA,TA,880.0,GasW,880,888,2.0,TA,163000.0
737,90,RL,8544,Pave,AllPub,Duplex,3,4,,1950,TA,TA,0.0,GasA,1040,0,2.0,TA,93500.0
738,60,RL,10463,Pave,AllPub,1Fam,8,5,Gd,2005,Gd,TA,893.0,GasA,901,900,3.0,TA,239900.0
739,90,RL,10800,Pave,AllPub,Duplex,5,5,Gd,1987,TA,TA,1200.0,GasA,1200,0,0.0,,179000.0
740,60,RL,9313,Pave,AllPub,1Fam,7,5,Gd,2004,Gd,TA,864.0,GasA,864,864,2.0,TA,190000.0
741,70,RM,9600,Pave,AllPub,1Fam,5,7,Fa,1910,TA,Gd,264.0,GasA,768,664,2.0,Gd,132000.0
742,20,RL,6768,Pave,AllPub,1Fam,6,8,TA,1961,TA,Gd,912.0,GasA,912,0,1.0,TA,142000.0
743,20,RL,8450,Pave,AllPub,1Fam,7,5,Gd,2000,TA,TA,1349.0,GasA,1349,0,2.0,TA,179000.0
744,80,RL,12886,Pave,AllPub,1Fam,5,6,Gd,1963,TA,TA,520.0,GasA,1464,0,2.0,TA,175000.0
745,120,RL,5395,Pave,AllPub,TwnhsE,8,5,Gd,1993,Gd,TA,1337.0,GasA,1337,0,2.0,TA,180000.0
746,60,RL,8963,Pave,AllPub,1Fam,8,9,TA,1976,Ex,Gd,1142.0,GasA,1175,1540,2.0,TA,299800.0
747,60,RL,8795,Pave,AllPub,1Fam,7,5,Gd,2000,Gd,TA,952.0,GasA,980,1276,2.0,TA,236000.0
748,70,RM,11700,Pave,AllPub,1Fam,7,7,TA,1880,Gd,TA,1240.0,GasW,1320,1320,4.0,TA,265979.0
749,20,RL,10593,Pave,AllPub,1Fam,7,5,Gd,1996,Gd,TA,1720.0,GasA,1720,0,2.0,TA,260400.0
750,50,RL,8405,Pave,AllPub,1Fam,4,3,,1945,TA,TA,0.0,Wall,1088,441,1.0,TA,98000.0
751,50,RM,8800,Pave,AllPub,1Fam,4,7,TA,1910,TA,TA,576.0,GasA,792,348,0.0,,96500.0
752,60,RL,7750,Pave,AllPub,1Fam,7,5,Gd,2003,Gd,TA,660.0,GasA,660,660,2.0,TA,162000.0
753,20,RL,9236,Pave,AllPub,1Fam,6,5,Gd,1997,TA,Gd,1479.0,GasA,1494,0,2.0,TA,217000.0
754,60,RL,10240,Pave,AllPub,1Fam,8,5,Gd,2005,Gd,TA,1030.0,GasA,1038,1060,3.0,TA,275500.0
755,20,RL,7930,Pave,AllPub,1Fam,6,8,TA,1969,TA,TA,1026.0,GasA,1026,0,2.0,TA,156000.0
756,160,FV,3230,Pave,AllPub,TwnhsE,6,5,Gd,1999,TA,TA,729.0,GasA,742,729,2.0,TA,172500.0
757,60,RL,10769,Pave,AllPub,1Fam,8,5,Gd,2007,Gd,TA,866.0,GasA,866,902,2.0,TA,212000.0
758,60,RL,11616,Pave,AllPub,1Fam,6,5,TA,1978,TA,TA,672.0,GasA,672,714,2.0,TA,158900.0
759,160,FV,2280,Pave,AllPub,Twnhs,7,5,Gd,1999,TA,TA,744.0,GasA,757,744,2.0,TA,179400.0
760,60,RL,12257,Pave,AllPub,1Fam,8,5,Gd,1995,Gd,TA,1318.0,GasA,1328,1203,3.0,TA,290000.0
761,20,RL,9100,Pave,AllPub,1Fam,6,6,TA,1959,TA,TA,864.0,GasA,864,0,1.0,Ex,127500.0
762,30,RM,6911,Pave,AllPub,1Fam,5,5,TA,1924,TA,TA,1145.0,GasA,1301,0,2.0,TA,100000.0
763,60,FV,8640,Pave,AllPub,1Fam,7,5,Gd,2009,TA,TA,756.0,GasA,764,783,2.0,TA,215200.0
764,60,RL,9430,Pave,AllPub,1Fam,8,5,Gd,1999,Gd,TA,1252.0,GasA,1268,1097,3.0,TA,337000.0
765,120,RL,9549,Pave,AllPub,TwnhsE,8,5,Gd,1995,Gd,Gd,1494.0,GasA,1494,0,2.0,TA,270000.0
766,20,RL,14587,Pave,AllPub,1Fam,9,5,Gd,2008,Gd,TA,1498.0,GasA,1506,0,2.0,TA,264132.0
767,60,RL,10421,Pave,AllPub,1Fam,7,5,Gd,1988,TA,TA,980.0,GasA,980,734,2.0,TA,196500.0
768,50,RL,12508,Pave,AllPub,1Fam,6,7,Gd,1940,TA,TA,983.0,GasA,983,767,1.0,TA,160000.0
769,20,RL,9100,Pave,AllPub,1Fam,7,5,Gd,2004,Gd,TA,1860.0,GasA,1836,0,2.0,TA,216837.0
770,60,RL,53504,Pave,AllPub,1Fam,8,5,Gd,2003,Ex,TA,1650.0,GasA,1690,1589,3.0,TA,538000.0
771,85,RL,7252,Pave,AllPub,1Fam,5,5,Gd,1982,TA,TA,858.0,GasA,858,0,2.0,TA,134900.0
772,20,RL,8877,Pave,AllPub,1Fam,4,5,Fa,1951,TA,TA,836.0,GasA,1220,0,2.0,TA,102000.0
773,80,RL,7819,Pave,AllPub,1Fam,6,5,TA,1976,TA,TA,1029.0,GasA,1117,0,2.0,TA,107000.0
774,20,RL,10150,Pave,AllPub,1Fam,5,5,TA,1958,TA,TA,912.0,GasA,912,0,1.0,TA,114500.0
775,20,RL,14226,Pave,AllPub,1Fam,8,5,Gd,2006,Gd,TA,1935.0,GasA,1973,0,3.0,TA,395000.0
776,120,RM,4500,Pave,AllPub,TwnhsE,6,5,Ex,1998,TA,TA,1204.0,GasA,1204,0,2.0,TA,162000.0
777,20,RL,11210,Pave,AllPub,1Fam,7,5,Gd,2005,Gd,TA,1614.0,GasA,1614,0,3.0,TA,221500.0
778,20,RL,13350,Pave,AllPub,1Fam,5,5,TA,1974,TA,TA,864.0,GasA,894,0,2.0,TA,142500.0
779,90,RH,8400,Pave,AllPub,Duplex,5,5,,1977,TA,TA,0.0,GasA,2020,0,2.0,TA,144000.0
780,90,RL,10530,Pave,AllPub,Duplex,6,5,Gd,1977,TA,TA,975.0,GasA,1004,0,2.0,TA,135000.0
781,20,RL,7875,Pave,AllPub,1Fam,7,5,Gd,1995,TA,TA,1237.0,GasA,1253,0,2.0,TA,176000.0
782,60,RL,7153,Pave,AllPub,1Fam,6,5,Gd,1992,Gd,Gd,761.0,GasA,810,793,2.0,TA,175900.0
783,20,RL,16285,Pave,AllPub,1Fam,7,5,Gd,2001,Gd,TA,1413.0,GasA,1430,0,2.0,TA,187100.0
784,85,RL,9101,Pave,AllPub,1Fam,5,6,Gd,1978,TA,Gd,1097.0,GasA,1110,0,2.0,TA,165500.0
785,75,RM,6300,Pave,AllPub,1Fam,6,6,TA,1914,TA,TA,742.0,GasA,742,742,0.0,,128000.0
786,20,RL,9790,Pave,AllPub,1Fam,6,5,TA,1967,TA,TA,1372.0,GasA,1342,0,2.0,TA,161500.0
787,50,RM,10800,Pave,AllPub,1Fam,5,6,Fa,1915,TA,Gd,686.0,GasA,966,686,1.0,TA,139000.0
788,60,RL,10142,Pave,AllPub,1Fam,7,5,Gd,2004,Gd,TA,956.0,GasA,956,1128,2.0,TA,233000.0
789,20,RM,6000,Pave,AllPub,1Fam,4,7,TA,1954,TA,TA,901.0,GasA,901,0,1.0,TA,107900.0
790,60,RL,12205,Pave,AllPub,1Fam,6,8,TA,1966,TA,TA,832.0,GasA,976,1111,2.0,TA,187500.0
791,120,RL,3182,Pave,AllPub,TwnhsE,7,5,Gd,2005,Gd,TA,1145.0,GasA,1145,0,2.0,TA,160200.0
792,80,RL,11333,Pave,AllPub,1Fam,6,5,Gd,1976,TA,TA,1029.0,GasA,1062,0,2.0,TA,146800.0
793,60,RL,9920,Pave,AllPub,1Fam,7,5,Gd,1996,Gd,TA,1117.0,GasA,1127,886,2.0,TA,269790.0
794,20,RL,9158,Pave,AllPub,1Fam,8,5,Gd,2007,Gd,TA,1496.0,GasA,1496,0,2.0,TA,225000.0
795,60,RL,10832,Pave,AllPub,1Fam,7,5,Gd,1994,Gd,TA,712.0,GasA,1086,809,2.0,TA,194500.0
796,60,RL,8400,Pave,AllPub,1Fam,6,6,Gd,1980,TA,TA,650.0,GasA,888,676,2.0,TA,171000.0
797,20,RL,8197,Pave,AllPub,1Fam,6,5,TA,1977,TA,TA,660.0,GasA,1285,0,2.0,TA,143500.0
798,20,RL,7677,Pave,AllPub,1Fam,5,5,TA,1953,TA,TA,773.0,GasA,773,0,1.0,TA,110000.0
799,60,RL,13518,Pave,AllPub,1Fam,9,5,Ex,2008,Ex,TA,1926.0,GasA,1966,1174,3.0,TA,485000.0
800,50,RL,7200,Pave,AllPub,1Fam,5,7,Gd,1937,TA,TA,731.0,GasA,981,787,1.0,TA,175000.0
801,60,RL,12798,Pave,AllPub,1Fam,6,5,Gd,1997,TA,TA,616.0,GasA,616,1072,2.0,TA,200000.0
802,30,RM,4800,Pave,AllPub,1Fam,4,7,TA,1916,TA,TA,1196.0,GasA,1196,0,2.0,TA,109900.0
803,60,RL,8199,Pave,AllPub,1Fam,7,5,Gd,2005,Gd,TA,728.0,GasA,728,728,2.0,TA,189000.0
804,60,RL,13891,Pave,AllPub,1Fam,9,5,Ex,2008,Ex,TA,1734.0,GasA,1734,1088,3.0,TA,582933.0
805,20,RL,9000,Pave,AllPub,1Fam,5,5,TA,1954,TA,TA,936.0,GasA,1128,0,1.0,TA,118000.0
806,20,RL,12274,Pave,AllPub,1Fam,7,5,Gd,2008,Gd,TA,1417.0,GasA,1428,0,2.0,TA,227680.0
807,80,RL,9750,Pave,AllPub,1Fam,5,5,TA,1967,TA,TA,980.0,GasA,980,0,1.0,TA,135500.0
808,70,RL,21384,Pave,AllPub,1Fam,5,6,TA,1923,TA,TA,1324.0,GasA,1072,504,2.0,TA,223500.0
809,80,RL,13400,Pave,AllPub,1Fam,5,5,TA,1966,TA,TA,1024.0,GasA,1086,0,2.0,TA,159950.0
810,75,RM,8100,Pave,AllPub,1Fam,5,5,TA,1898,TA,TA,849.0,GasA,1075,1063,2.0,Po,106000.0
811,20,RL,10140,Pave,AllPub,1Fam,6,6,TA,1974,TA,TA,1040.0,GasA,1309,0,2.0,TA,181000.0
812,120,RM,4438,Pave,AllPub,TwnhsE,6,5,Gd,2004,Gd,TA,848.0,GasA,848,0,2.0,TA,144500.0
813,20,C (all),8712,Grvl,AllPub,1Fam,5,5,TA,1952,Fa,TA,540.0,GasA,1044,0,2.0,TA,55993.0
814,20,RL,9750,Pave,AllPub,1Fam,6,6,TA,1958,TA,TA,1442.0,GasA,1442,0,1.0,TA,157900.0
815,50,RL,8248,Pave,AllPub,1Fam,5,7,TA,1918,TA,TA,686.0,GasW,686,564,1.0,TA,116000.0
816,20,RL,12137,Pave,AllPub,1Fam,7,5,Gd,1998,TA,TA,1649.0,GasA,1661,0,2.0,TA,224900.0
817,20,RL,11425,Pave,AllPub,1Fam,5,6,TA,1954,TA,TA,1008.0,GasA,1008,0,1.0,TA,137000.0
818,20,RL,13265,Pave,AllPub,1Fam,8,5,Gd,2002,Gd,TA,1568.0,GasA,1689,0,3.0,TA,271000.0
819,80,RL,8816,Pave,AllPub,1Fam,6,7,TA,1971,TA,TA,1010.0,GasA,1052,0,2.0,TA,155000.0
820,120,RL,6371,Pave,AllPub,TwnhsE,7,5,Gd,2009,Gd,TA,1358.0,GasA,1358,0,2.0,TA,224000.0
821,60,RL,7226,Pave,AllPub,1Fam,7,5,Gd,2003,Gd,TA,798.0,GasA,798,842,2.0,TA,183000.0
822,20,RM,6000,Pave,AllPub,2fmCon,4,4,Fa,1953,Fa,TA,936.0,GasA,936,0,2.0,TA,93000.0
823,60,RL,12394,Pave,AllPub,1Fam,7,5,Gd,2003,Gd,TA,847.0,GasA,847,886,2.0,TA,225000.0
824,50,RL,9900,Pave,AllPub,1Fam,6,7,TA,1940,TA,TA,778.0,GasA,944,545,1.0,TA,139500.0
825,20,FV,11216,Pave,AllPub,1Fam,8,5,Gd,2006,Gd,TA,1489.0,GasA,1489,0,2.0,TA,232600.0
826,20,RL,14803,Pave,AllPub,1Fam,10,5,Ex,2007,Ex,TA,2078.0,GasA,2084,0,3.0,TA,385000.0
827,45,RM,6130,Pave,AllPub,1Fam,5,6,TA,1924,TA,TA,784.0,GasA,784,0,0.0,,109500.0
828,20,RL,8529,Pave,AllPub,1Fam,7,5,Gd,2001,Gd,TA,1454.0,GasA,1434,0,2.0,TA,189000.0
829,60,RL,28698,Pave,AllPub,1Fam,5,5,TA,1967,TA,TA,1013.0,GasA,1160,966,2.0,TA,185000.0
830,160,FV,2544,Pave,AllPub,Twnhs,7,5,Gd,2005,Gd,TA,600.0,GasA,520,623,2.0,TA,147400.0
831,20,RL,11900,Pave,AllPub,1Fam,6,5,TA,1957,TA,TA,1392.0,GasA,1392,0,2.0,TA,166000.0
832,160,FV,3180,Pave,AllPub,TwnhsE,7,5,Gd,2005,TA,TA,600.0,GasA,520,600,2.0,TA,151000.0
833,60,RL,9548,Pave,AllPub,1Fam,7,6,Gd,2003,Gd,TA,941.0,GasA,941,888,2.0,TA,237000.0
834,20,RL,10004,Pave,AllPub,1Fam,6,6,TA,1964,TA,TA,1516.0,GasA,1516,0,2.0,TA,167000.0
835,20,RL,7875,Pave,AllPub,1Fam,5,6,TA,1961,TA,TA,1144.0,GasA,1144,0,2.0,TA,139950.0
836,20,RL,9600,Pave,AllPub,1Fam,4,7,Gd,1950,TA,TA,1067.0,GasA,1067,0,2.0,TA,128000.0
837,30,RM,8100,Pave,AllPub,1Fam,5,6,TA,1948,TA,TA,1559.0,GasA,1559,0,2.0,TA,153500.0
838,160,RM,1680,Pave,AllPub,Twnhs,6,5,TA,1973,TA,TA,483.0,GasA,483,504,1.0,TA,100000.0
839,20,RL,9525,Pave,AllPub,1Fam,5,6,Gd,1995,TA,TA,1099.0,GasA,1099,0,1.0,TA,144000.0
840,50,RL,11767,Pave,AllPub,1Fam,5,6,TA,1946,TA,TA,768.0,GasA,768,432,1.0,TA,130500.0
841,70,RH,12155,Pave,AllPub,1Fam,6,8,TA,1925,TA,TA,672.0,GasA,810,672,1.0,TA,140000.0
842,70,RM,10440,Pave,AllPub,1Fam,5,8,TA,1904,TA,TA,650.0,GasA,958,581,2.0,TA,157500.0
843,80,RL,9020,Pave,AllPub,1Fam,6,7,TA,1966,TA,TA,1127.0,GasA,1165,0,2.0,Gd,174900.0
844,90,RL,8000,Pave,AllPub,Duplex,5,4,TA,1961,TA,TA,1800.0,GasA,1800,0,0.0,,141000.0
845,50,RM,12665,Pave,AllPub,1Fam,5,8,TA,1915,TA,TA,876.0,GasA,876,540,3.0,TA,153900.0
846,85,RL,16647,Pave,AllPub,1Fam,5,5,Gd,1975,TA,TA,1390.0,GasA,1701,0,2.0,TA,171000.0
847,60,RL,9317,Pave,AllPub,1Fam,7,5,Gd,1993,Gd,TA,740.0,GasA,1006,769,2.0,TA,213000.0
848,20,RL,15523,Pave,AllPub,1Fam,5,6,TA,1972,TA,TA,864.0,GasA,864,0,1.0,TA,133500.0
